기준_년분기_코드,행정동_코드,행정동_코드_명,상권_변화_지표,상권_변화_지표_명,운영_영업_개월_평균,폐업_영업_개월_평균,서울_운영_영업_개월_평균,서울_폐업_영업_개월_평균
20193,1150060500,가양3동,LH,상권확장,84,52,93,49
20193,1150051000,염창동,LH,상권확장,92,52,93,49
20193,1150061500,우장산동,LL,다이나믹,79,46,93,49
20193,1153054000,구로3동,LL,다이나믹,73,45,93,49
20193,1154551000,가산동,LL,다이나믹,70,46,93,49
20193,1156070000,대림1동,HL,상권축소,105,46,93,49
20193,1156067000,신길5동,HL,상권축소,94,48,93,49
20193,1159065100,사당5동,LL,다이나믹,87,49,93,49
20193,1162069500,신림동,LL,다이나믹,88,47,93,49
20193,1162062500,인헌동,LH,상권확장,91,49,93,49
20193,1162072500,조원동,HL,상권축소,98,44,93,49
20193,1165058000,반포3동,HH,정체,101,56,93,49
20193,1168061000,대치2동,LH,상권확장,91,49,93,49
20193,1168059000,삼성2동,LL,다이나믹,84,45,93,49
20193,1168074000,일원2동,HH,정체,97,50,93,49
20193,1171063100,가락1동,HH,정체,150,84,93,49
20193,1171053200,거여2동,HH,정체,97,50,93,49
20193,1171056100,방이1동,LL,다이나믹,87,46,93,49
20193,1174053000,명일1동,HL,상권축소,95,47,93,49
20193,1174064000,성내1동,HL,상권축소,94,47,93,49
20193,1174062000,천호3동,HL,상권축소,94,45,93,49
20193,1174069000,둔촌1동,HH,정체,130,60,93,49
20193,1111060000,가회동,LH,상권확장,91,55,93,49
20193,1111058000,교남동,HH,정체,111,56,93,49
20193,1111064000,이화동,LH,상권확장,84,53,93,49
20193,1111065000,혜화동,HH,정체,94,50,93,49
20193,1114061500,신당동,LH,상권확장,80,59,93,49
20193,1114068000,중림동,HH,정체,101,52,93,49
20193,1114064500,청구동,LL,다이나믹,86,46,93,49
20193,1117065000,이태원1동,HH,정체,108,60,93,49
20193,1117051000,후암동,LH,상권확장,88,53,93,49
20193,1120067000,성수2가1동,LL,다이나믹,87,46,93,49
20193,1120069000,성수2가3동,LH,상권확장,77,51,93,49
20193,1120079000,용답동,HH,정체,117,53,93,49
20193,1120057000,행당2동,LL,다이나믹,79,48,93,49
20193,1121587000,구의3동,HH,정체,103,54,93,49
20193,1123060000,답십리1동,LH,상권확장,92,50,93,49
20193,1123071000,회기동,LL,다이나믹,86,46,93,49
20193,1126066000,망우3동,LL,다이나믹,88,44,93,49
20193,1129059000,돈암2동,LL,다이나믹,79,43,93,49
20193,1129071500,월곡1동,HL,상권축소,95,46,93,49
20193,1129062000,정릉1동,HH,정체,93,51,93,49
20193,1129065000,정릉4동,LH,상권확장,88,52,93,49
20193,1130561500,수유1동,HL,상권축소,98,47,93,49
20193,1132051400,창4동,LL,다이나믹,93,47,93,49
20193,1132051500,창5동,LL,다이나믹,86,47,93,49
20193,1135069500,상계6?7동,LL,다이나믹,93,45,93,49
20193,1135061200,하계2동,LH,상권확장,92,49,93,49
20193,1138055100,갈현1동,LL,다이나믹,86,47,93,49
20193,1138060000,응암3동,HH,정체,98,49,93,49
20193,1141061500,연희동,LL,다이나믹,89,49,93,49
20193,1144056500,공덕동,HH,정체,105,50,93,49
20193,1147068000,신정7동,LL,다이나믹,91,47,93,49
20193,1150056000,화곡3동,LL,다이나믹,81,46,93,49
20193,1153059500,가리봉동,HL,상권축소,98,44,93,49
20193,1153056000,구로5동,LL,다이나믹,82,47,93,49
20193,1154568000,시흥2동,LL,다이나믹,85,48,93,49
20193,1154570000,시흥4동,HL,상권축소,98,42,93,49
20193,1156055000,당산1동,HL,상권축소,99,48,93,49
20193,1156071000,대림2동,LL,다이나믹,83,42,93,49
20193,1159051000,노량진1동,HH,정체,107,57,93,49
20193,1162068500,신사동,LL,다이나믹,90,46,93,49
20193,1162060500,은천동,LL,다이나믹,89,47,93,49
20193,1162061500,중앙동,LL,다이나믹,90,47,93,49
20193,1162059500,청룡동,LL,다이나믹,90,46,93,49
20193,1162054500,청림동,LH,상권확장,78,49,93,49
20193,1165053000,서초3동,HH,정체,98,50,93,49
20193,1168058000,삼성1동,LH,상권확장,88,52,93,49
20193,1168073000,일원1동,HL,상권축소,100,48,93,49
20193,1171064100,문정1동,LL,다이나믹,91,46,93,49
20193,1171059000,송파2동,LL,다이나믹,88,44,93,49
20193,1171057000,오금동,HL,상권축소,94,48,93,49
20193,1171071000,잠실6동,LL,다이나믹,79,48,93,49
20193,1174052000,상일동,LL,다이나믹,92,48,93,49
20193,1174058000,암사2동,LL,다이나믹,93,47,93,49
20193,1174060000,천호1동,LL,다이나믹,84,46,93,49
20193,1111067000,창신1동,HH,정체,102,60,93,49
20193,1114059000,광희동,HH,정체,122,53,93,49
20193,1114052000,소공동,HH,정체,132,65,93,49
20193,1117064000,이촌2동,HH,정체,111,62,93,49
20193,1117062500,한강로동,HH,정체,111,55,93,49
20193,1120061500,금호2?3가동,HH,정체,96,53,93,49
20193,1120065000,성수1가1동,LH,상권확장,88,49,93,49
20193,1120053500,왕십리도선동,LL,다이나믹,76,49,93,49
20193,1123056000,전농1동,LH,상권확장,90,50,93,49
20193,1126052000,면목2동,HL,상권축소,94,45,93,49
20193,1126058000,상봉1동,LL,다이나믹,78,45,93,49
20193,1129068500,길음2동,LL,다이나믹,91,48,93,49
20193,1129060000,안암동,LH,상권확장,86,50,93,49
20193,1130553500,미아동,LL,다이나믹,88,46,93,49
20193,1130560300,번2동,HL,상권축소,95,48,93,49
20193,1130560800,번3동,LL,다이나믹,90,45,93,49
20193,1130563500,수유3동,LL,다이나믹,88,45,93,49
20193,1132069000,방학1동,LL,다이나믹,86,45,93,49
20193,1132071000,방학3동,LH,상권확장,87,50,93,49
20193,1132051200,창2동,LL,다이나믹,90,45,93,49
20193,1135064000,상계2동,LL,다이나믹,83,44,93,49
20193,1135062100,중계1동,LL,다이나믹,85,46,93,49
20193,1138052000,불광1동,LH,상권확장,93,51,93,49
20193,1138053000,불광2동,HH,정체,94,49,93,49
20193,1138065000,수색동,HH,정체,124,59,93,49
20193,1141066000,홍은1동,HH,정체,107,50,93,49
20193,1141064000,홍제3동,HH,정체,104,54,93,49
20193,1144065500,서강동,LL,다이나믹,73,43,93,49
20193,1144073000,성산2동,LH,상권확장,87,53,93,49
20193,1144063000,신수동,LH,상권확장,86,50,93,49
20193,1144055500,아현동,LH,상권확장,92,50,93,49
20193,1147056000,신월1동,HL,상권축소,94,44,93,49
20193,1153072000,고척1동,HH,정체,96,49,93,49
20193,1156072000,대림3동,HL,상권축소,93,43,93,49
20193,1159053000,상도1동,LH,상권확장,92,51,93,49
20193,1162058500,낙성대동,LL,다이나믹,79,48,93,49
20193,1162052500,보라매동,LL,다이나믹,85,48,93,49
20193,1165062000,방배3동,HL,상권축소,112,49,93,49
20193,1165062100,방배4동,HH,정체,104,51,93,49
20193,1165059000,방배본동,HL,상권축소,99,48,93,49
20193,1168066000,개포1동,HH,정체,95,59,93,49
20193,1168069000,개포4동,HL,상권축소,103,47,93,49
20193,1168070000,세곡동,LL,다이나믹,56,43,93,49
20193,1168064000,역삼1동,LL,다이나믹,80,44,93,49
20193,1168065000,역삼2동,LL,다이나믹,82,44,93,49
20193,1171063200,가락2동,HL,상권축소,94,47,93,49
20193,1171060000,석촌동,LL,다이나믹,88,45,93,49
20193,1171072000,잠실7동,HH,정체,124,60,93,49
20193,1171065000,잠실본동,HL,상권축소,93,46,93,49
20193,1174051500,강일동,LL,다이나믹,64,42,93,49
20193,1174068500,길동,LL,다이나믹,89,45,93,49
20193,1114057000,필동,HH,정체,122,53,93,49
20193,1114067000,황학동,HH,정체,106,62,93,49
20193,1117052000,용산2가동,LL,다이나믹,70,45,93,49
20193,1117063000,이촌1동,HH,정체,121,58,93,49
20193,1117058000,효창동,HH,정체,97,57,93,49
20193,1120055000,사근동,LH,상권확장,77,50,93,49
20193,1120066000,성수1가2동,LH,상권확장,73,49,93,49
20193,1120072000,송정동,HL,상권축소,101,47,93,49
20193,1121578000,능동,LH,상권확장,89,50,93,49
20193,1121582000,자양1동,LL,다이나믹,92,46,93,49
20193,1121584000,자양3동,LL,다이나믹,81,48,93,49
20193,1121577000,중곡4동,HL,상권축소,94,49,93,49
20193,1123070500,청량리동,HH,정체,146,55,93,49
20193,1126057500,면목3?8동,LL,다이나믹,91,45,93,49
20193,1126055000,면목5동,LL,다이나믹,91,45,93,49
20193,1126057000,면목7동,HL,상권축소,102,45,93,49
20193,1129057500,동선동,LL,다이나믹,89,47,93,49
20193,1129081000,석관동,HH,정체,105,49,93,49
20193,1129076000,장위1동,HL,상권축소,99,48,93,49
20193,1129070500,종암동,HH,정체,95,50,93,49
20193,1130553400,삼양동,HL,상권축소,96,47,93,49
20193,1132052100,도봉1동,HL,상권축소,98,47,93,49
20193,1132051100,창1동,LL,다이나믹,86,47,93,49
20193,1135058000,월계3동,LL,다이나믹,90,48,93,49
20193,1138056000,구산동,LL,다이나믹,88,48,93,49
20193,1138051000,녹번동,LH,상권확장,86,49,93,49
20193,1141071000,북가좌1동,LL,다이나믹,79,44,93,49
20193,1141072000,북가좌2동,LL,다이나믹,88,46,93,49
20193,1147053000,목3동,HH,정체,94,49,93,49
20193,1147061000,신월6동,HH,정체,105,52,93,49
20193,1147062000,신정1동,HL,상권축소,94,46,93,49
20193,1150053000,등촌2동,HL,상권축소,94,46,93,49
20193,1150064000,방화2동,LH,상권확장,84,50,93,49
20193,1150055000,화곡2동,LL,다이나믹,89,46,93,49
20193,1150057000,화곡4동,LL,다이나믹,90,46,93,49
20193,1153074000,개봉1동,HL,상권축소,95,49,93,49
20193,1153079000,수궁동,LH,상권확장,91,50,93,49
20193,1154561000,독산1동,LH,상권확장,85,50,93,49
20193,1154563000,독산3동,HL,상권축소,104,44,93,49
20193,1156058500,도림동,LL,다이나믹,93,48,93,49
20193,1156062000,양평2동,HH,정체,94,49,93,49
20193,1156053500,영등포동,HH,정체,113,55,93,49
20193,1159052000,노량진2동,HH,정체,118,54,93,49
20193,1159065000,사당4동,LL,다이나믹,92,48,93,49
20193,1162073500,대학동,LL,다이나믹,88,44,93,49
20193,1162066500,서림동,LL,다이나믹,91,48,93,49
20193,1165057000,반포2동,HH,정체,98,60,93,49
20193,1171062000,가락본동,LL,다이나믹,89,44,93,49
20193,1171054000,마천1동,HL,상권축소,98,44,93,49
20193,1171055000,마천2동,HH,정체,103,49,93,49
20193,1171064200,문정2동,LL,다이나믹,58,37,93,49
20193,1171056600,오륜동,HH,정체,122,60,93,49
20193,1174056000,고덕2동,LH,상권확장,83,51,93,49
20193,1174065000,성내2동,LL,다이나믹,89,43,93,49
20193,1174057000,암사1동,LL,다이나믹,89,44,93,49
20193,1174059000,암사3동,LH,상권확장,83,51,93,49
20193,1111055000,부암동,LH,상권확장,91,53,93,49
20193,1117053000,남영동,HH,정체,95,53,93,49
20193,1117068500,한남동,LH,상권확장,83,50,93,49
20193,1120062000,금호4가동,LH,상권확장,91,53,93,49
20193,1123073000,휘경2동,LL,다이나믹,82,47,93,49
20193,1126062000,묵1동,LL,다이나믹,82,48,93,49
20193,1126063000,묵2동,LL,다이나믹,89,47,93,49
20193,1126059000,상봉2동,LL,다이나믹,91,48,93,49
20193,1126069000,신내2동,LL,다이나믹,87,46,93,49
20193,1129058000,돈암1동,LH,상권확장,83,51,93,49
20193,1129061000,보문동,HL,상권축소,94,47,93,49
20193,1129063000,정릉2동,HH,정체,100,50,93,49
20193,1130559500,번1동,LL,다이나믹,86,43,93,49
20193,1130557500,삼각산동,LL,다이나믹,81,46,93,49
20193,1132052200,도봉2동,LL,다이나믹,89,45,93,49
20193,1132068000,쌍문3동,LL,다이나믹,90,47,93,49
20193,1132051300,창3동,HL,상권축소,94,48,93,49
20193,1135062400,중계4동,LL,다이나믹,86,45,93,49
20193,1138055200,갈현2동,LL,다이나믹,82,47,93,49
20193,1138064000,증산동,HH,정체,104,49,93,49
20193,1141055500,북아현동,HH,정체,111,55,93,49
20193,1144070000,망원2동,LL,다이나믹,85,44,93,49
20193,1144074000,상암동,LL,다이나믹,59,41,93,49
20193,1150052000,등촌1동,LH,상권확장,79,50,93,49
20193,1150059300,화곡8동,LL,다이나믹,82,46,93,49
20193,1150059000,화곡본동,HL,상권축소,95,48,93,49
20193,1153055000,구로4동,HL,상권축소,94,45,93,49
20193,1153080000,항동,LH,상권확장,61,58,93,49
20193,1156063000,신길1동,HL,상권축소,110,49,93,49
20193,1156061000,양평1동,LH,상권확장,83,49,93,49
20193,1156051500,영등포본동,LH,상권확장,79,50,93,49
20193,1159056000,상도4동,LL,다이나믹,89,49,93,49
20193,1159060500,흑석동,HH,정체,95,53,93,49
20193,1162063000,남현동,LH,상권확장,91,49,93,49
20193,1162064500,서원동,LH,상권확장,92,52,93,49
20193,1162056500,성현동,LL,다이나믹,85,44,93,49
20193,1162065500,신원동,LL,다이나믹,93,46,93,49
20193,1162057500,행운동,HH,정체,99,49,93,49
20193,1165056000,반포1동,LL,다이나믹,84,42,93,49
20193,1165060000,방배1동,LH,상권확장,92,49,93,49
20193,1165065100,양재1동,LH,상권확장,93,49,93,49
20193,1168067000,개포2동,HH,정체,95,49,93,49
20193,1168053100,논현2동,LL,다이나믹,84,46,93,49
20193,1168063000,대치4동,LL,다이나믹,77,45,93,49
20193,1168051000,신사동,LL,다이나믹,83,47,93,49
20193,1168054500,압구정동,LL,다이나믹,92,46,93,49
20193,1168072000,일원본동,LL,다이나믹,91,47,93,49
20193,1171061000,삼전동,LL,다이나믹,88,44,93,49
20193,1171069000,잠실4동,LL,다이나믹,81,47,93,49
20193,1171064600,장지동,LL,다이나믹,81,44,93,49
20193,1174070000,둔촌2동,LL,다이나믹,93,46,93,49
20193,1111057000,무악동,HH,정체,98,61,93,49
20193,1111068000,창신2동,HH,정체,108,55,93,49
20193,1114065000,신당5동,LH,상권확장,85,49,93,49
20193,1114054000,회현동,HH,정체,134,64,93,49
20193,1117059000,용문동,HH,정체,99,49,93,49
20193,1117057000,원효로2동,HH,정체,112,51,93,49
20193,1120056000,행당1동,LH,상권확장,86,50,93,49
20193,1121586000,구의2동,LH,상권확장,91,51,93,49
20193,1121584700,자양4동,LL,다이나믹,89,47,93,49
20193,1121576000,중곡3동,LL,다이나믹,88,46,93,49
20193,1121571000,화양동,LL,다이나믹,82,47,93,49
20193,1123074000,이문1동,HH,정체,100,51,93,49
20193,1126065500,망우본동,HL,상권축소,96,46,93,49
20193,1130554500,송중동,LL,다이나믹,83,46,93,49
20193,1130555500,송천동,HL,상권축소,95,47,93,49
20193,1135072000,상계10동,LL,다이나믹,81,45,93,49
20193,1135071000,상계9동,HL,상권축소,97,48,93,49
20193,1135057000,월계2동,LH,상권확장,86,50,93,49
20193,1135062500,중계2?3동,LH,상권확장,83,50,93,49
20193,1138063100,신사1동,HL,상권축소,93,47,93,49
20193,1141052000,천연동,HH,정체,104,52,93,49
20193,1144072000,성산1동,LL,다이나믹,83,47,93,49
20193,1147059000,신월4동,HL,상권축소,94,46,93,49
20193,1147060000,신월5동,LL,다이나믹,90,48,93,49
20193,1147067000,신정6동,LL,다이나믹,81,44,93,49
20193,1150053500,등촌3동,LL,다이나믹,76,47,93,49
20193,1150061100,발산1동,LH,상권확장,77,49,93,49
20193,1150063000,방화1동,LL,다이나믹,83,45,93,49
20193,1150064100,방화3동,HL,상권축소,97,48,93,49
20193,1150059100,화곡6동,LL,다이나믹,83,43,93,49
20193,1153077000,오류1동,LH,상권확장,92,50,93,49
20193,1154571000,시흥5동,HL,상권축소,98,48,93,49
20193,1156056000,당산2동,LH,상권확장,88,49,93,49
20193,1156068000,신길6동,HL,상권축소,97,48,93,49
20193,1159068000,신대방2동,HL,상권축소,99,49,93,49
20193,1162077500,난곡동,HH,정체,98,51,93,49
20193,1162071500,난향동,LL,다이나믹,82,44,93,49
20193,1165066000,내곡동,HH,정체,100,61,93,49
20193,1165058100,반포4동,HH,정체,126,59,93,49
20193,1165051000,서초1동,HH,정체,102,51,93,49
20193,1165052000,서초2동,LL,다이나믹,86,45,93,49
20193,1165053100,서초4동,HL,상권축소,99,49,93,49
20193,1168052100,논현1동,LL,다이나믹,84,45,93,49
20193,1168065600,도곡2동,HL,상권축소,97,49,93,49
20193,1171053100,거여1동,LL,다이나믹,87,45,93,49
20193,1171068000,잠실3동,HH,정체,98,61,93,49
20193,1171051000,풍납1동,HL,상권축소,110,48,93,49
20193,1111071000,숭인2동,HL,상권축소,102,44,93,49
20193,1111069000,창신3동,LL,다이나믹,86,48,93,49
20193,1114062500,다산동,LH,상권확장,89,53,93,49
20193,1114066500,동화동,LH,상권확장,83,51,93,49
20193,1114058000,장충동,HH,정체,117,55,93,49
20193,1120059000,금호1가동,LH,상권확장,88,50,93,49
20193,1120052000,왕십리2동,LH,상권확장,88,50,93,49
20193,1123053600,용신동,HH,정체,102,49,93,49
20193,1123075000,이문2동,HL,상권축소,100,48,93,49
20193,1123057000,전농2동,HL,상권축소,102,47,93,49
20193,1123072000,휘경1동,LL,다이나믹,91,49,93,49
20193,1126056500,면목본동,LL,다이나믹,91,44,93,49
20193,1126060000,중화1동,LL,다이나믹,92,48,93,49
20193,1129066000,길음1동,HH,정체,97,54,93,49
20193,1129078000,장위3동,HH,정체,98,55,93,49
20193,1135066500,상계3?4동,HL,상권축소,103,48,93,49
20193,1135061900,중계본동,LL,다이나믹,82,45,93,49
20193,1138057000,대조동,LH,상권확장,90,49,93,49
20193,1138063200,신사2동,LL,다이나믹,87,46,93,49
20193,1141056500,충현동,HH,정체,106,53,93,49
20193,1144060000,대흥동,HH,정체,97,49,93,49
20193,1144069000,망원1동,LL,다이나믹,75,46,93,49
20193,1144071000,연남동,LL,다이나믹,52,42,93,49
20193,1144068000,합정동,LL,다이나믹,68,46,93,49
20193,1147058000,신월3동,HL,상권축소,106,47,93,49
20193,1150062000,공항동,LL,다이나믹,87,47,93,49
20193,1150054000,화곡1동,LL,다이나믹,89,46,93,49
20193,1153075000,개봉2동,HH,정체,96,51,93,49
20193,1153076000,개봉3동,HL,상권축소,109,47,93,49
20193,1153052000,구로1동,HL,상권축소,108,48,93,49
20193,1153053000,구로2동,HH,정체,114,52,93,49
20193,1154564000,독산4동,HL,상권축소,97,47,93,49
20193,1154569000,시흥3동,HH,정체,122,56,93,49
20193,1156060500,문래동,LH,상권확장,86,50,93,49
20193,1156065000,신길3동,HH,정체,112,53,93,49
20193,1156066000,신길4동,HL,상권축소,102,48,93,49
20193,1156069000,신길7동,LL,다이나믹,91,48,93,49
20193,1159063000,사당2동,HL,상권축소,96,48,93,49
20193,1159064000,사당3동,HL,상권축소,94,47,93,49
20193,1159067000,신대방1동,HL,상권축소,103,47,93,49
20193,1162076500,미성동,HH,정체,100,50,93,49
20193,1162074500,삼성동,HL,상권축소,105,48,93,49
20193,1165054000,잠원동,LL,다이나믹,91,47,93,49
20193,1168060000,대치1동,HL,상권축소,94,49,93,49
20193,1168065500,도곡1동,HL,상권축소,95,48,93,49
20193,1168075000,수서동,HH,정체,96,52,93,49
20193,1171058000,송파1동,LL,다이나믹,91,46,93,49
20193,1171064700,위례동,LL,다이나믹,38,27,93,49
20193,1171067000,잠실2동,LL,다이나믹,72,40,93,49
